geo,country_name,sector_code,sector_label,year,value
AL,Albania,C,Manufacturing,2022,8.54
AL,Albania,G,Wholesale & retail,2022,2.78
AL,Albania,J,Information & communication,2022,4.21
AL,Albania,F,Construction,2022,9.22
AL,Albania,N,Administrative services,2022,6.68
AT,Austria,C,Manufacturing,2022,17.6
AT,Austria,G,Wholesale & retail,2022,3.65
AT,Austria,J,Information & communication,2022,6.35
AT,Austria,F,Construction,2022,0.76
AT,Austria,N,Administrative services,2022,1.84
AT,Austria,H,Transport & storage,2022,2.66
AT,Austria,I,Accommodation & food,2022,1.65
AT,Austria,ICT,ICT sector,2022,5.38
BA,Bosnia and Herzegovina,C,Manufacturing,2022,14.04
BA,Bosnia and Herzegovina,J,Information & communication,2022,0.0
BA,Bosnia and Herzegovina,N,Administrative services,2022,0.0
BA,Bosnia and Herzegovina,H,Transport & storage,2022,0.84
BE,Belgium,C,Manufacturing,2022,28.35
BE,Belgium,G,Wholesale & retail,2022,7.84
BE,Belgium,J,Information & communication,2022,1.91
BE,Belgium,F,Construction,2022,7.42
BE,Belgium,N,Administrative services,2022,3.83
BE,Belgium,H,Transport & storage,2022,8.07
BE,Belgium,I,Accommodation & food,2022,3.5
BE,Belgium,ICT,ICT sector,2022,2.19
BG,Bulgaria,C,Manufacturing,2022,9.64
BG,Bulgaria,G,Wholesale & retail,2022,1.67
BG,Bulgaria,F,Construction,2022,0.79
BG,Bulgaria,ICT,ICT sector,2022,2.49
CY,Cyprus,C,Manufacturing,2022,8.96
CY,Cyprus,G,Wholesale & retail,2022,0.19
CY,Cyprus,J,Information & communication,2022,0.0
CY,Cyprus,F,Construction,2022,0.28
CY,Cyprus,N,Administrative services,2022,2.26
CY,Cyprus,H,Transport & storage,2022,1.18
CY,Cyprus,I,Accommodation & food,2022,0.33
CY,Cyprus,ICT,ICT sector,2022,0.0
CZ,Czechia,C,Manufacturing,2022,16.64
CZ,Czechia,G,Wholesale & retail,2022,1.59
CZ,Czechia,J,Information & communication,2022,1.34
CZ,Czechia,F,Construction,2022,2.49
CZ,Czechia,N,Administrative services,2022,1.08
CZ,Czechia,H,Transport & storage,2022,0.77
CZ,Czechia,I,Accommodation & food,2022,0.53
CZ,Czechia,ICT,ICT sector,2022,3.23
DE,Germany,C,Manufacturing,2022,15.94
DE,Germany,G,Wholesale & retail,2022,4.35
DE,Germany,J,Information & communication,2022,2.33
DE,Germany,F,Construction,2022,1.6
DE,Germany,N,Administrative services,2022,1.45
DE,Germany,H,Transport & storage,2022,2.17
DE,Germany,I,Accommodation & food,2022,1.81
DE,Germany,ICT,ICT sector,2022,3.84
DK,Denmark,C,Manufacturing,2022,39.2
DK,Denmark,G,Wholesale & retail,2022,11.55
DK,Denmark,J,Information & communication,2022,1.99
DK,Denmark,F,Construction,2022,2.4
DK,Denmark,N,Administrative services,2022,3.93
DK,Denmark,H,Transport & storage,2022,2.74
DK,Denmark,I,Accommodation & food,2022,2.56
DK,Denmark,ICT,ICT sector,2022,4.04
EE,Estonia,C,Manufacturing,2022,13.38
EE,Estonia,G,Wholesale & retail,2022,3.95
EE,Estonia,J,Information & communication,2022,1.11
EE,Estonia,F,Construction,2022,1.03
EE,Estonia,N,Administrative services,2022,3.12
EE,Estonia,H,Transport & storage,2022,1.11
EE,Estonia,I,Accommodation & food,2022,4.22
EE,Estonia,ICT,ICT sector,2022,4.57
EL,Greece,C,Manufacturing,2022,9.7
EL,Greece,G,Wholesale & retail,2022,1.14
EL,Greece,J,Information & communication,2022,0.25
EL,Greece,F,Construction,2022,0.06
EL,Greece,N,Administrative services,2022,0.22
EL,Greece,H,Transport & storage,2022,2.02
EL,Greece,I,Accommodation & food,2022,0.08
EL,Greece,ICT,ICT sector,2022,0.78
ES,Spain,C,Manufacturing,2022,19.47
ES,Spain,G,Wholesale & retail,2022,4.87
ES,Spain,J,Information & communication,2022,1.08
ES,Spain,F,Construction,2022,4.29
ES,Spain,N,Administrative services,2022,7.08
ES,Spain,H,Transport & storage,2022,3.69
ES,Spain,I,Accommodation & food,2022,9.78
ES,Spain,ICT,ICT sector,2022,2.74
FI,Finland,C,Manufacturing,2022,28.21
FI,Finland,G,Wholesale & retail,2022,7.45
FI,Finland,J,Information & communication,2022,1.98
FI,Finland,F,Construction,2022,5.77
FI,Finland,N,Administrative services,2022,2.3
FI,Finland,H,Transport & storage,2022,3.7
FI,Finland,I,Accommodation & food,2022,0.53
FI,Finland,ICT,ICT sector,2022,2.59
FR,France,C,Manufacturing,2022,25.7
FR,France,G,Wholesale & retail,2022,4.99
FR,France,J,Information & communication,2022,1.25
FR,France,F,Construction,2022,5.87
FR,France,H,Transport & storage,2022,1.99
FR,France,I,Accommodation & food,2022,2.91
FR,France,ICT,ICT sector,2022,2.82
HR,Croatia,C,Manufacturing,2022,9.12
HR,Croatia,G,Wholesale & retail,2022,2.55
HR,Croatia,J,Information & communication,2022,1.61
HR,Croatia,F,Construction,2022,2.07
HR,Croatia,N,Administrative services,2022,0.73
HR,Croatia,H,Transport & storage,2022,1.57
HR,Croatia,I,Accommodation & food,2022,0.85
HR,Croatia,ICT,ICT sector,2022,2.87
HU,Hungary,C,Manufacturing,2022,11.5
HU,Hungary,G,Wholesale & retail,2022,2.06
HU,Hungary,J,Information & communication,2022,1.69
HU,Hungary,F,Construction,2022,2.13
HU,Hungary,N,Administrative services,2022,1.78
HU,Hungary,H,Transport & storage,2022,0.26
HU,Hungary,I,Accommodation & food,2022,0.26
HU,Hungary,ICT,ICT sector,2022,4.21
IE,Ireland,C,Manufacturing,2022,18.75
IE,Ireland,G,Wholesale & retail,2022,1.67
IE,Ireland,J,Information & communication,2022,1.17
IE,Ireland,F,Construction,2022,0.17
IE,Ireland,N,Administrative services,2022,6.1
IE,Ireland,H,Transport & storage,2022,1.0
IE,Ireland,ICT,ICT sector,2022,2.44
IT,Italy,C,Manufacturing,2022,19.08
IT,Italy,G,Wholesale & retail,2022,5.44
IT,Italy,J,Information & communication,2022,1.21
IT,Italy,F,Construction,2022,2.37
IT,Italy,N,Administrative services,2022,3.03
IT,Italy,H,Transport & storage,2022,4.6
IT,Italy,I,Accommodation & food,2022,0.71
IT,Italy,ICT,ICT sector,2022,3.92
LT,Lithuania,C,Manufacturing,2022,14.05
LT,Lithuania,G,Wholesale & retail,2022,1.62
LT,Lithuania,J,Information & communication,2022,3.44
LT,Lithuania,F,Construction,2022,4.77
LT,Lithuania,N,Administrative services,2022,0.91
LT,Lithuania,H,Transport & storage,2022,0.6
LT,Lithuania,I,Accommodation & food,2022,1.05
LT,Lithuania,ICT,ICT sector,2022,4.55
LU,Luxembourg,C,Manufacturing,2022,25.67
LU,Luxembourg,G,Wholesale & retail,2022,4.2
LU,Luxembourg,J,Information & communication,2022,0.76
LU,Luxembourg,F,Construction,2022,4.48
LU,Luxembourg,N,Administrative services,2022,4.13
LU,Luxembourg,H,Transport & storage,2022,1.91
LU,Luxembourg,I,Accommodation & food,2022,0.21
LU,Luxembourg,ICT,ICT sector,2022,1.99
LV,Latvia,C,Manufacturing,2022,12.44
LV,Latvia,G,Wholesale & retail,2022,3.3
LV,Latvia,J,Information & communication,2022,4.07
LV,Latvia,F,Construction,2022,4.18
LV,Latvia,N,Administrative services,2022,2.13
LV,Latvia,H,Transport & storage,2022,1.67
LV,Latvia,I,Accommodation & food,2022,1.64
LV,Latvia,ICT,ICT sector,2022,4.99
ME,Montenegro,G,Wholesale & retail,2022,2.63
ME,Montenegro,F,Construction,2022,0.0
ME,Montenegro,N,Administrative services,2022,6.48
ME,Montenegro,I,Accommodation & food,2022,10.6
MK,North Macedonia,C,Manufacturing,2022,9.22
MK,North Macedonia,G,Wholesale & retail,2022,7.4
MT,Malta,C,Manufacturing,2022,29.68
MT,Malta,G,Wholesale & retail,2022,3.81
MT,Malta,J,Information & communication,2022,2.68
MT,Malta,F,Construction,2022,10.22
MT,Malta,N,Administrative services,2022,2.35
MT,Malta,H,Transport & storage,2022,2.29
MT,Malta,I,Accommodation & food,2022,2.99
MT,Malta,ICT,ICT sector,2022,4.55
NL,Netherlands,C,Manufacturing,2022,23.04
NL,Netherlands,G,Wholesale & retail,2022,4.67
NL,Netherlands,J,Information & communication,2022,0.89
NL,Netherlands,F,Construction,2022,2.79
NL,Netherlands,N,Administrative services,2022,2.68
NL,Netherlands,H,Transport & storage,2022,2.73
NL,Netherlands,I,Accommodation & food,2022,1.37
NL,Netherlands,ICT,ICT sector,2022,1.86
NO,Norway,C,Manufacturing,2022,18.56
NO,Norway,G,Wholesale & retail,2022,2.42
NO,Norway,J,Information & communication,2022,1.61
NO,Norway,F,Construction,2022,1.73
NO,Norway,N,Administrative services,2022,1.02
NO,Norway,H,Transport & storage,2022,1.11
NO,Norway,I,Accommodation & food,2022,1.13
NO,Norway,ICT,ICT sector,2022,2.0
PL,Poland,C,Manufacturing,2022,11.1
PL,Poland,G,Wholesale & retail,2022,1.69
PL,Poland,J,Information & communication,2022,1.59
PL,Poland,F,Construction,2022,2.2
PL,Poland,N,Administrative services,2022,1.58
PL,Poland,H,Transport & storage,2022,1.9
PL,Poland,I,Accommodation & food,2022,0.91
PL,Poland,ICT,ICT sector,2022,3.31
PT,Portugal,C,Manufacturing,2022,17.77
PT,Portugal,G,Wholesale & retail,2022,3.25
PT,Portugal,J,Information & communication,2022,2.19
PT,Portugal,F,Construction,2022,5.45
PT,Portugal,N,Administrative services,2022,6.23
PT,Portugal,H,Transport & storage,2022,2.36
PT,Portugal,I,Accommodation & food,2022,3.79
PT,Portugal,ICT,ICT sector,2022,4.8
RO,Romania,C,Manufacturing,2022,6.68
RO,Romania,G,Wholesale & retail,2022,1.56
RO,Romania,J,Information & communication,2022,0.74
RO,Romania,F,Construction,2022,1.1
RO,Romania,N,Administrative services,2022,0.54
RO,Romania,H,Transport & storage,2022,2.67
RO,Romania,I,Accommodation & food,2022,0.03
RO,Romania,ICT,ICT sector,2022,1.37
RS,Serbia,C,Manufacturing,2022,9.44
RS,Serbia,G,Wholesale & retail,2022,0.56
RS,Serbia,J,Information & communication,2022,0.11
RS,Serbia,F,Construction,2022,0.08
RS,Serbia,N,Administrative services,2022,2.39
RS,Serbia,H,Transport & storage,2022,1.59
RS,Serbia,I,Accommodation & food,2022,2.51
RS,Serbia,ICT,ICT sector,2022,0.69
SE,Sweden,C,Manufacturing,2022,28.27
SE,Sweden,G,Wholesale & retail,2022,3.85
SE,Sweden,J,Information & communication,2022,4.78
SE,Sweden,F,Construction,2022,2.36
SE,Sweden,N,Administrative services,2022,1.69
SE,Sweden,H,Transport & storage,2022,1.85
SE,Sweden,I,Accommodation & food,2022,1.7
SE,Sweden,ICT,ICT sector,2022,5.67
SI,Slovenia,C,Manufacturing,2022,19.5
SI,Slovenia,G,Wholesale & retail,2022,2.01
SI,Slovenia,J,Information & communication,2022,1.84
SI,Slovenia,F,Construction,2022,0.9
SI,Slovenia,I,Accommodation & food,2022,0.68
SI,Slovenia,ICT,ICT sector,2022,5.9
SK,Slovakia,C,Manufacturing,2022,17.92
SK,Slovakia,G,Wholesale & retail,2022,3.32
SK,Slovakia,J,Information & communication,2022,1.98
SK,Slovakia,F,Construction,2022,3.15
SK,Slovakia,N,Administrative services,2022,2.97
SK,Slovakia,H,Transport & storage,2022,1.03
SK,Slovakia,I,Accommodation & food,2022,2.9
SK,Slovakia,ICT,ICT sector,2022,3.18
TR,Turkey,C,Manufacturing,2022,9.31
TR,Turkey,G,Wholesale & retail,2022,4.28
TR,Turkey,J,Information & communication,2022,4.51
TR,Turkey,F,Construction,2022,2.25
TR,Turkey,N,Administrative services,2022,2.77
TR,Turkey,H,Transport & storage,2022,3.94
TR,Turkey,I,Accommodation & food,2022,3.8
TR,Turkey,ICT,ICT sector,2022,5.98
